,patentCaseMetadata.applicationNumberText.value,patentCaseMetadata.applicationStatusCategory,patentCaseMetadata.applicationTypeCategory,patentCaseMetadata.businessEntityStatusCategory,patentCaseMetadata.firstInventorToFileIndicator,patentCaseMetadata.filingDate,patentCaseMetadata.applicationStatusDate,patentCaseMetadata.groupArtUnitNumber.value,patentCaseMetadata.inventionTitle.content
754,17640946,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-07,2022-03-17,,['METHOD FOR AUTONOMOUS DRIVING START-UP OF A MOTOR VEHICLE']
755,17700398,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-21,2022-03-21,3677,['Thrust Nut']
756,17653775,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-03-07,2022-03-16,3992,['Conditional Delivery of Content Over a Communication Network Including Social Sharing and Video Conference Applications Using Facial Recognition']
757,17700072,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-21,2022-03-21,2465,"['SERVICE PROCESSING METHOD, DEVICE AND SYSTEM']"
758,17701974,Application Undergoing Preexam Processing,Re-Issue,SMALL,Other,2022-03-23,2022-03-23,1629,['Use of an All-D-Pentapeptide Chemokine Antagonist to Reduce Opioid Dose in a Person with Pain']
759,90014986,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,true,2022-03-22,2022-03-25,3992,['Method and System for Generating a Virtual User Interface Related to a Totem']
760,17257790,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-03-22,2021-01-04,,['REINFORCEMENT FOR A VEHICLE STRUCTURAL MEMBER AND METHOD FOR MANUFACTURING THE SAME']
761,17430029,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-03-03,2021-08-11,1711,"['Method for Avoiding the Microbial Attack of a Cleaning Apparatus for a Metering Unit, and Cleaning Apparatus']"
762,90014970,Determination - Reexamination Ordered,Re-Examination,SMALL,false,2022-03-04,2022-03-23,3993,['STACKABLE PEDESTAL FOR SUPPORTING DECKING ELEMENTS']
763,17702165,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-23,2022-03-29,3992,"['RESISTIVE MEMORY DEVICE AND RESISTIVE MEMORY SYSTEM INCLUDING A PLURALITY OF LAYERS, AND METHOD OF OPERATING THE SYSTEM']"
764,17702626,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-23,2022-03-25,3992,['FINFET GATE CUT AFTER DUMMY GATE REMOVAL']
765,90014987,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,true,2022-03-23,2022-03-24,3992,['DUAL APERTURE ZOOM DIGITAL CAMERA']
766,29832013,"Application Dispatched from Preexam, Not Yet Docketed",Design,SMALL,true,2022-03-24,2022-03-25,2913,['POTATO COOKER']
767,17702883,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-24,2022-03-25,3992,"['TUNGSTEN FILM FORMING METHOD, SEMICONDUCTOR DEVICE MANUFACTURING METHOD, AND STORAGE MEDIUM']"
768,17599389,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-03-24,2021-09-28,,['PHOTOELECTRIC CONVERSION ELEMENT AND IMAGING DEVICE']
769,17442045,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-24,2022-03-31,,['ERROR-HANDLING METHOD FOR FALSE DETECTION OF POWER SAVING SIGNAL IN WIRELESS COMMUNICATION SYSTEM AND TERMINAL USING SAME METHOD']
770,PCT/US22/18807,,PCT,MICRO,Other,2022-03-03,,3901,['MILLING TOOL']
771,17704811,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-25,2022-03-29,3992,['Semiconductor Module with External Power Sensor']
772,90014969,Determination - Reexamination Ordered,Re-Examination,SMALL,true,2022-03-02,2022-04-01,3992,['Power Passing Directional Coupler Having A Split Ferrite Element']
773,17419233,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-03,2022-03-17,,['SIGNAL GENERATING CIRCUIT AND AUDIO PROCESSING DEVICE']
774,17706040,Application Undergoing Preexam Processing,Re-Issue,SMALL,Other,2022-03-28,2022-03-28,3724,['RECIPROCATING RAZOR ASSEMBLY WITH DIFFERENT AMPLITUDES OF MOTION']
775,17686309,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-03-03,2022-03-07,3992,['Systems and Methods for Augmented Near-Eye Wearable Displays']
776,17292601,Sent to Classification contractor,Utility,SMALL,true,2022-03-03,2022-03-10,,['INTELLIGENT COLLISION AVOIDANCE METHOD FOR A SWARM OF UNMANNED SURFACE VEHICLES BASED ON DEEP REINFORCEMENT LEARNING']
777,90014945,Incomplete Ex Parte Reexam (Filing Date Vacated),Re-Examination,SMALL,true,2022-03-02,2022-03-24,3992,['Method and Apparatus for Presenting Audio and Visual Information']
778,90014988,Reexam Assigned to Examiner for Determination,Re-Examination,SMALL,false,2022-03-24,2022-03-29,3991,['NITRATE FORMULATIONS AND THEIR USE AS NITRIC OXIDE PRODRUGS']
779,17685313,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-03-02,2022-03-04,3992,['TECHNIQUES TO AUTOMATICALLY FOCUS A DIGITAL CAMERA']
780,17709299,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-30,2022-03-30,2837,['PERCUSSION INSTRUMENT']
781,17685286,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-03-02,2022-04-01,3991,['Atropine Pharmaceutical Compositions']
782,17708945,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-03-30,2022-04-01,3992,['REFLECTOR-LESS SINGLE LENS VEHICLE LAMP']
783,90014968,Determination - Reexamination Ordered,Re-Examination,UNDISCOUNTED,false,2022-03-01,2022-03-24,3992,['UPLINK SCHEDULING IN A CELLULAR SYSTEM']
784,17685358,Docketed New Case - Ready for Examination,Re-Issue,MICRO,true,2022-03-02,2022-03-04,3993,"['METHOD AND SYSTEM FOR MONITORING AND ANALYZING POSITION, MOTION, AND EQUILIBRIUM OF BODY PARTS']"
785,17684783,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-03-02,2022-03-09,3993,['Advanced Stranded Cable Termination Methods & Designs']
786,17425218,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-02,2022-03-17,,['Method For Preparing A Lignosulfonate Polymer']
787,35513903,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-03-02,2022-03-31,,['Attache briefcase']
788,35513860,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-03-02,2022-03-31,,['Bottle']
789,17442175,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-03-24,2021-09-23,,['INFORMATION PROCESSING DEVICE AND PROGRAM']
790,17707795,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-03-29,2022-04-01,3991,['URAT1 INHIBITOR AND USE THEREOF']
791,90014989,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-03-25,2022-03-29,3992,['System and Method for Augmented and Virtual Reality']
792,17702627,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-23,2022-03-29,3993,['SNOW THROWER TRACK DRIVE']
793,17421415,Application Undergoing Preexam Processing,Utility,SMALL,Other,2022-03-24,2021-07-08,,['KIT FOR MEASURING BIOAEROSOL AND PARTICULATE MATTER']
794,17706086,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-03-28,2022-03-30,3993,['Operator Ride Enhancement System']
795,17705788,Application Undergoing Preexam Processing,Re-Issue,SMALL,Other,2022-03-28,2022-03-28,3632,['Low PIM Stackable Cable Hanger']
796,17702635,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-23,2022-03-25,3993,['SNOW THROWER TRACK DRIVE']
797,17705783,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-03-28,2022-03-30,3992,['Wideband Surface Coupling']
798,17433398,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-22,2022-03-30,,['OPTICAL LAYERED BODY']
799,90014985,Reexam Assigned to Examiner for Determination,Re-Examination,SMALL,true,2022-03-18,2022-03-23,3993,['Inflator']
800,96000393,Docketed New SE -- Ready For Examination,Re-Examination,UNDISCOUNTED,false,2022-03-23,2022-03-29,2918,['CUTTING BOARD WITH SNAP-IN POP STRAINER']
801,17702216,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-23,2022-03-30,3992,['ADDITIVE MANUFACTURING TEST FEATURE INCLUDING POWDER SAMPLING CAPSULE']
802,17433403,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-18,2022-03-30,,['METHOD FOR CONTROLLING REFRIGERATOR']
803,17700421,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-03-21,2022-03-23,3992,['METHOD FOR REDUCING POWER CONSUMPTION OF A TERMINAL IN CELLULAR SYSTEM']
804,17700388,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-21,2022-03-21,3677,['THRUST NUT']
805,17698065,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-03-18,2022-03-21,3991,['Use of an All-D-Pentapeptide Chemokine Antagonist to Reduce Opioid Dose in a Person with Pain']
806,90014984,Reexam Assigned to Examiner for Determination,Re-Examination,SMALL,false,2022-03-17,2022-03-21,3993,['VIDEO GAME CONTROLLER CHARGING SYSTEM HAVING A DOCKING STRUCTURE']
807,90014977,Reexam Assigned to Examiner for Determination,Re-Examination,SMALL,false,2022-03-16,2022-03-17,3993,['VIDEO GAME CONTROLLER CHARGING SYSTEM HAVING A DOCKING STRUCTURE']
808,90014983,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,true,2022-03-16,2022-03-17,3991,"['COMPOUND FOR ORGANIC ELECTRONIC ELEMENT, ORGANIC ELECTRONIC ELEMENT USING THE SAME, AND AN ELECTRONIC DEVICE']"
809,17761549,,Utility,UNDISCOUNTED,Other,2022-03-17,,,"['THIN FILM TRANSISTOR AND MANUFACTURING METHOD THEREOF, DISPLAY SUBSTRATE, AND DISPLAY DEVICE']"
810,17442143,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-15,2022-03-31,,['CIRCUIT ARRANGEMENT AND METHOD FOR MONITORING A SIGNAL FORMED BY ALTERNATING VOLTAGE']
811,17696563,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-16,2022-03-16,2447,['CACHE HINTING SYSTEMS']
812,90014982,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-03-15,2022-03-17,3993,['AIRCRAFT INTERIOR LAVATORY']
813,17696379,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-16,2022-03-17,3992,['CIRCUITS AND METHODS FOR HYBRID 3:1 VOLTAGE REGULATORS']
814,90019066,Determination - Reexamination Ordered,Re-Examination,UNDISCOUNTED,false,2022-03-15,2022-04-01,3993,['APPARATUS AND METHOD FOR WINDING FILM ONTO A FILM ROLL']
815,90014980,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-03-15,2022-03-17,3993,['AIRCRAFT INTERIOR LAVATORY']
816,90014981,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-03-15,2022-03-17,3993,['AIRCRAFT INTERIOR LAVATORY']
817,15538596,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-03-10,2022-03-30,3792,['LED Facial Mask']
818,17706455,Application Undergoing Preexam Processing,Re-Issue,SMALL,Other,2022-03-28,2022-03-28,1771,['TORREFACTION PROCESS']
